"","V1","V2","V3"
"2",0.0324153951993604,-0.115335329279968,0.018677950935756
"2",0.0323481435038674,-0.115079430564705,0.0186356811495373
"2",0.0323398367274451,-0.115609241489171,0.0188005677926626
"2",0.0323902780784301,-0.115248682564026,0.0186649627294548
"2",0.0325129680360191,-0.116176908825814,0.0187148517473197
"2",0.0324588010438525,-0.115501590949444,0.0187063052184388
"2",0.0323699507728081,-0.115166597674318,0.018650640088609
"2",0.0323703286989445,-0.115163536922323,0.0186495335645004
"2",0.0323923777463125,-0.115247980499811,0.018663802423106
"2",0.0323697365955143,-0.115164443906562,0.0186501065734617
"2",0.0325662515861134,-0.116453290228689,0.0189391274315163
"2",0.0323549358779287,-0.115050540875193,0.0184550863639882
"2",0.0324336498275554,-0.115414245056429,0.0186927559481812
"2",0.0323711119901209,-0.115166592448232,0.0186497990531053
"2",0.0323473223141875,-0.115080217240846,0.0186362122067077
"2",0.0323920862619381,-0.115246790108432,0.0186635973115553
"2",0.0326120101550543,-0.116087734367488,0.0188047949601494
"2",0.0322148302730395,-0.117230725283244,0.0193581678925515
"2",0.0325899822133766,-0.116003589635924,0.0187899870363041
"2",0.0326370841189896,-0.116176382559918,0.0188186447188489
"2",0.0324120718641684,-0.115332020507541,0.0186786617389657
"2",0.0326148358369124,-0.11609676429207,0.0188054278473527
"2",0.0324376991188324,-0.115422469950836,0.0186927721325079
"2",0.0322347753956798,-0.115188235686569,0.0187273068899241
"2",0.0327967883810411,-0.116733296161896,0.0187365855742912
"2",0.0321723107160545,-0.116007521156074,0.0190083895097187
"2",0.0325253677506795,-0.115754080362925,0.0187485220914436
"2",0.0326589563849221,-0.116263859309113,0.018833664736967
"2",0.0324575311612896,-0.115498443476257,0.0187057702864699
"2",0.0325020614846739,-0.11567270158493,0.0187349512196944
"2",0.0323073337310611,-0.115412441230327,0.01859049863903
"2",0.0328941393977172,-0.117711964959964,0.0191505114511201
"2",0.0322538405791351,-0.115805108686535,0.0189036580531649
"2",0.0323695583095354,-0.11516461848182,0.0186503732090333
"2",0.0325913733966414,-0.116007851714072,0.018790546868799
"2",0.032590090182307,-0.116007816684595,0.0187914382217954
"2",0.0323919772176053,-0.115250141819045,0.0186646524953521
"2",0.0307517535482154,-0.113868275952177,0.0190956039521277
"2",0.0313112276790167,-0.115311422549212,0.0189086326820309
"2",0.0321081478554876,-0.115218986016316,0.0188029298527537
"2",0.0324358789073617,-0.115418065255404,0.0186925102128199
"2",0.0324141470650295,-0.115335425201553,0.0186789861978455
"2",0.0314701466213752,-0.114447619033262,0.0188994241703789
"2",0.0312183387863039,-0.113981084171224,0.0188884720215568
"2",0.0323922178949501,-0.115249759829873,0.0186641696352883
"2",0.0315189954430032,-0.115156177643914,0.0190877621003719
"2",0.0329264070809036,-0.117769779721866,0.0189846932603236
"2",0.0322431044184411,-0.115163601323262,0.0185485400282504
"2",0.0329941501975276,-0.117493671886896,0.0188657912650748
"2",0.0313151235464611,-0.115946608233009,0.0192670907863419
"2",0.0323674362654729,-0.115161086735937,0.0186504045551867
"2",0.032591002604929,-0.116010677478482,0.0187918266282621
"2",0.0283496982834299,-0.113234791050346,0.0199810826658969
"2",0.0323921318423753,-0.115248731738854,0.0186642754392404
"2",0.0324380489688385,-0.115955548164978,0.0188542044611819
"2",0.0326192765022623,-0.116068009434874,0.0186258297537675
"2",0.032618278617168,-0.116060593910375,0.0186264532057276
"2",0.0324570391192023,-0.115502829521557,0.0187074501416421
"2",0.0320382293947666,-0.114969107239316,0.0187628361234573
"2",0.032284777263491,-0.115364768658482,0.01875498049565
"2",0.0323486257097148,-0.115082433774497,0.0186358392707574
"2",0.0323476701733006,-0.115080667171742,0.0186358010833331
"2",0.0322166711387214,-0.115107765090253,0.0187125715471849
"2",0.0325112864779351,-0.116178048245206,0.0187158039978477
"2",0.0318864200430627,-0.114912572214219,0.018824214544629
"2",0.032432725959866,-0.115945445884135,0.0188546505425115
"2",0.032084292506029,-0.116264769348284,0.0191322857030112
"2",0.0323471215510366,-0.115079836410646,0.0186360774351798
"2",0.0325049327302393,-0.11567646213537,0.018735096431227
"2",0.0314236891768328,-0.116269062957226,0.0191405448222649
"2",0.0323483420691152,-0.115081043798179,0.0186360607099546
"2",0.0333452877522122,-0.120247867091319,0.0190171021885227
"2",0.0327850353435318,-0.116761684470029,0.0189192044394442
"2",0.032808005975964,-0.117374698309349,0.0190933890888767
"2",0.0327284618509765,-0.117549518154479,0.0190203632541207
"2",0.0328039149533121,-0.117236457821985,0.0187194581355075
"2",0.0329220668520165,-0.118321128673462,0.0193217549891996
"2",0.0324592691853868,-0.115506267328199,0.0187070919004926
"2",0.0323207780509859,-0.116057736354232,0.0189460980300792
"2",0.0322420539611584,-0.115651904164657,0.0185305492792159
"2",0.0325765561000702,-0.115894874592307,0.0185963051619825
"2",0.032348404668371,-0.115080444041181,0.0186357271224798
"2",0.0324998097602894,-0.115667964658817,0.0187353027071707
"2",0.0323697966778168,-0.115166016460047,0.0186506685782436
"2",0.0316810709757981,-0.118416919595647,0.0198273245876238
"2",0.0326324030378374,-0.11776926868412,0.019304728250342
"2",0.0325864479191845,-0.116001979969651,0.0187918023529658
"2",0.0324334376682915,-0.115417610962382,0.018693990015538
"2",0.0313724860682484,-0.115100593945933,0.0191475641593814
"2",0.0314912186553831,-0.116624094273103,0.0193825795667759
"2",0.0321272481551824,-0.114771306009557,0.018656763441008
"2",0.0319962639491169,-0.114802549296481,0.0187343995327275
"2",0.0323936823622764,-0.116848054815488,0.0191492141092198
"2",0.0306663305826608,-0.114959330186453,0.0189686804499294
"2",0.0319706904919406,-0.11524357813566,0.0188812796976322
"2",0.0325697292097979,-0.11698401358512,0.019097647202322
"2",0.0315475160930411,-0.114768704602278,0.0189565704036207
"2",0.0315060826100647,-0.117157747061848,0.0195348008152816
"2",0.0313215650609209,-0.116480149861598,0.0194255548738411
"2",0.0325028375515937,-0.116171412936757,0.0187175325578662
"2",0.0321755194485823,-0.116504682540524,0.0189903679997821
"2",0.0317551354494009,-0.116499804591945,0.0192061774918301
"2",0.0323479727895219,-0.115079515588462,0.0186356710013341
"2",0.0312225514920003,-0.116627337554532,0.0193519120334657
"2",0.0323806237259742,-0.116201694553232,0.0187918630560443
"2",0.0326139928771482,-0.116090099773617,0.0188052207810125
"2",0.0318329581004417,-0.118992627464926,0.0199243645675325
"2",0.0324539133905542,-0.116564050530809,0.0190310550393595
"2",0.032234137995621,-0.115188685071343,0.0187281338852757
"2",0.0325919186551322,-0.117522922917905,0.0189152072670501
"2",0.0324134045863746,-0.115333221982978,0.0186785842368
"2",0.0324649286743368,-0.11547188795789,0.0185264201837592
"2",0.0325645651931869,-0.116989227264639,0.0191020840616059
"2",0.0326852933084774,-0.1168502474812,0.0188299301599626
"2",0.0327822770367659,-0.118884290256142,0.0195642935266284
"2",0.0324817935841983,-0.115587189003203,0.0187200664809986
"2",0.0325147873880303,-0.117341668473949,0.0192354223433019
"2",0.0325180081578429,-0.117347407579112,0.0192351224688196
"2",0.0321185030785681,-0.116895383483768,0.0193059745499343
"2",0.0324821775499933,-0.116079338078377,0.0187023626985079
"2",0.0315895672693774,-0.115410623811291,0.0191288804627099
"2",0.032569309628176,-0.11592917084375,0.0187780085690055
"2",0.0325466244252486,-0.115839829662644,0.0187629691099059
"2",0.0317653408746984,-0.114978705768273,0.0187390429737162
"2",0.032774592781544,-0.117188474289753,0.0188857123791246
"2",0.0323481014618735,-0.115080079800956,0.0186358954616503
"2",0.0324069727532399,-0.116390760604594,0.0190027816183141
"2",0.0323694032785902,-0.115164417876442,0.0186502679015998
"2",0.032503634246739,-0.115670524736954,0.0187344782515806
"2",0.0325629282456811,-0.116320618706181,0.0185654841382804
"2",0.0323926407426109,-0.115249918855833,0.0186643677909487
"2",0.0324394240271116,-0.117512105498094,0.0191588267319987
"2",0.0317165588485343,-0.116504319047292,0.0193949038866852
"2",0.032408982110559,-0.115863593192881,0.0188417773359492
"2",0.0323928978609156,-0.116284011196559,0.0188104986315051
"2",0.0333067251754931,-0.118671994699027,0.0190610471701342
"2",0.0324370523674634,-0.115416332667535,0.0186917625022426
"2",0.0319786682832958,-0.116284775045874,0.0190250875723954
"2",0.0320908022631965,-0.117296030816162,0.0192738797145682
"2",0.0319946359355623,-0.117786788915616,0.0189709218871308
"2",0.0326782994903029,-0.116344651305666,0.0188478579687714
"2",0.0329888805952366,-0.117528258157694,0.0190457114239696
"2",0.0323989431984554,-0.115219264548718,0.018484108205277
"2",0.030807379199174,-0.115647042657712,0.0196062585616122
